New Code,OP
OP712,Define guidelines and procedures to limit usage of personal information to approved purposes
OP713,Attest that the processing of personal information is limited to approved purposes
OP2800,Monitor compliance to guidelines on limiting usage of personal information to approved purposes
OP714,Define guidelines for personal information processing without consent
OP715,Approve the personal information processing without consent
OP716,Record personal information processing without consent
OP717,Define guidelines and procedures to update personal information
OP718,Identify personal information update requirements
OP719,Create a personal information update schedule
OP720,Update personal information
OP721,Record personal information updates
OP722,Define guidelines and procedures to limit disclosure of personal information to approved purposes
OP723,Record personal information disclosure recipients
OP724,Monitor compliance to guidelines on information disclosure
OP725,Attest that required consent is obtained when disclosing personal information
OP726,Provide access to unconsented disclosure register
OP727,Attest that disclosure of PI is necessary to fulfill intended purposes
OP728,Communicate the personal information disclosure recipients
OP729,Communicate categories of PI that have been disclosed
OP730,Communicate the safeguards used for the PI transfer to data subjects
OP2707,Complete written agreement for release of personal information for study or research purposes
OP2598,Ensure all written agreements are sent to the Commissioner
OP731,Define guidelines for personal information disclosures without consent
OP732,Approve the personal information disclosures without consent
OP733,Record unconsented personal information disclosure
OP734,Review unconsented personal information disclosures periodically
OP735,Define guidelines and procedures to transfer personal information
OP736,Define security safeguards for personal information transfers
OP737,Define standard data transfer format
OP738,Draft contract for personal information transfers to third parties
OP739,Communicate enterprise policies & applicable regulations to third party
OP740,Approve the contract for personal information transfers to third parties
OP741,Attest signed contract for personal information transfer
OP742,Audit third party compliance periodically
OP743,Attest that third party is compliant to personal information transfer contract
OP2836,Complete written agreement for transferring control of personal information to a third party
OP744,Implement PI data transfer between parties SLA
OP745,"Define, approve, and review PI data transfer SLA"
OP746,"Review, update, and attest SLA validity"
OP747,Design technical mechanisms to extract personal information from systems
OP748,Extract personal information for portability request
OP749,Obtain agreement (from authorities) to release personal information
OP750,Define roles and responsibilities for international PI transfer oversight
OP751,Assess whether PI transfer is outside the geographical scope of regulation
OP752,Assess whether PI is necessary to fulfill transfer purposes
OP753,Assess whether adequacy decision applies to transfer
OP754,Assess whether appropriate safeguards are implemented for PI transfer
OP755,Assess whether exception applies to transfer
OP756,International transfer of personal information
OP757,Demonstrate lawful international PI transfer
OP758,Attest that standard data transfer format usage is used
OP4001,Provide contact information of the designated individuals responsible for the protection of personal information to the Commissioner
OP4002,Create a register of confidentiality incidents to log breaches and measures taken
OP759,Assess privacy-related factors before disclosing personal information
OP760,Assess sensitivity of information to be disclosed
OP761,Assess purposes for which PI is to be used once disclosed
OP762,Assess protection measures that will be applied to PI once disclosed
OP763,Assess the applicable legal framework in the state where PI is to be disclosed
OP4003,Complete written agreement for release of personal information without consent of the person concerned
OP4004,Conduct privacy impact assessment for the release of personal information without consent of the person concerned
OP4005,Complete written agreement for release of personal information outside of Quebec
OP2706,Conduct privacy impact assessment for personal information used for study or research purposes without consent of the person concerned
OP2594,Conduct privacy impact assessment for personal information collected as part of a survey
OP4006,Conduct privacy impact assessment for the release of personal information outside of Quebec
OP4007,Conduct privacy impact assessment for technology applications that use personal information
OP764,Assess privacy-related factors before disclosing PI without consent
OP765,Assess whether intended objective can be achieved with de-identified information
OP766,Assess whether obtaining consent from person concerned is reasonable
OP767,Assess whether intended objective outweighs impact of releasing PI without consent
OP768,Assess whether PI will be used in a manner to ensure its confidentiality
OP769,Create a personal information retention schedule
OP770,Deploy PI retention controls
OP771,Review personal information retention schedule periodically
OP772,Attest that personal information retention is limited to processing purposes
OP1882,Document personal information retention schedule for project
OP773,Assess whether retention schedule requires modification
OP774,Modify personal information retention period for new requirements
OP2051,Modify PI retention schedule when new business terms are created or used
OP775,Approve the modifications to PI retention schedule
OP776,Communicate modification of PI retention schedule to data subject
OP777,Store all PI that permits identification of person concerned
OP778,Store all PI relevant to decision-making concerning a person
OP779,Review personal information retention periodically
OP780,Operationalize identification of PI that has fulfilled its purpose
OP781,Destroy (or anonymize) personal information
OP782,Demonstrate that PI is properly destroyed (or anonymized)
OP783,"Attest that the analytics project is compliant with the ""Ethic Guidelines for Retention of Ethical sensitive Data"""
OP784,Periodically review and update privacy management directives
OP785,Audit privacy management directives
OP786,Audit operational compliance to privacy management directives periodically
OP787,Monitor processing purposes for collecting PI
OP788,Verify lawful processing of personal information periodically
OP789,Demonstrate lawful processing of personal information
OP790,Periodically review personal information required to fulfill specified purposes
OP791,Demonstrate that processing of special categories of PI is permitted by law
OP792,Monitor special categories of personal information usage
OP793,Attest that unconsented data collection is permitted by law
OP794,Attest that processing of personal information without consent or knowledge is permitted by law
OP795,Attest that personal information transfer without knowledge or consent is permitted by law
OP796,Attest that disclosure of personal information without consent or knowledge is permitted by law
OP797,Record all situations where personal information was disclosed without consent
OP798,Notify data subject of personal information disclosure without consent or knowledge
OP2623,Establish guidelines and procedures to handle PI requests from external organizations
OP799,Establish privacy breach management processes
OP800,Implement privacy breaches remediation plans and procedures
OP2597,Establish enterprise privacy breach response policies and procedures
OP801,Define privacy breach containment strategies  
OP802,Establish preliminary assessment procedures
OP803,Establish full assessment procedures
OP804,Define privacy breach reporting structure  
OP805,Define privacy breach reporting procedures  
OP2817,Establish third party coordination processes for privacy breach management
OP806,Define mitigation strategies for privacy breach
OP807,Implement mitigation strategies for privacy breach
OP808,Define required prevention strategies for privacy breach
OP809,Implement prevention strategies for privacy breach
OP2054,Attest that Privacy breach prevention strategy is implemented
OP810,Analyze privacy breach trends periodically
OP811,Identify breach scope and type
OP812,Implement processes and procedures to contain a privacy breach
OP813,Complete Preliminary Breach Report
OP814,Assess personal information involved in breach
OP815,Assess cause and extent of the breach
OP816,Identify individuals affected by breach
OP817,Identify source of breach
OP818,Assess foreseeable harm from a breach
OP819,Complete Privacy Breach Report
OP820,Complete sample notification messages
OP821,Assess sensitivity of breached information
OP822,Assess anticipated consequences of the use of breached PI
OP823,Determine overall risk of injury to a person whose PI is concerned by breach
OP824,Establish privacy breach reporting requirements  
OP825,Draft privacy breach sample notification messages
OP826,Establish privacy breach record
OP827,Escalate privacy breach detection
OP2621,Communicate data breach detection to involved third parties
OP828,Communicate data breach detection to supervisory authority
OP829,Communicate privacy breach report to supervisory authority
OP830,Notify any person or body that could reduce risk of injury
OP831,Record communications of information when notifying third party of breach
OP2819,Notify internal stakeholders of privacy breach
OP832,Define privacy breach notification to data subject requirements  
OP833,Notify any person whose PI is concerned by the data breach of data breach
OP834,Record every data breach incident upon discovery
OP835,Communicate copy of data breach record to supervisory authority upon request
OP2820,Maintain a record of all privacy breaches
OP836,Define guidelines and procedures to manage personal information inventory
OP2701,Establish a data quality metric for data maintained in personal information files
OP837,Inventory of personal information collected and processed
OP838,Identify types of information required to collect by law
OP839,Classify categories of collected personal information
OP2700,Create a personal information file
OP2702,Establish a process to provide access to personal information file inventory
OP2708,Create register for all personal information released for research and statistics purposes
OP2709,Create register for agreements between public bodies
OP2710,Create register for all uses of personal information without consent
OP2622,Define guidelines and procedures to manage personal information banks (PIB)
OP840,Create a Personal Information Banks (PIB)
OP841,Identify elements to be included in PIB
OP842,Periodically publish PIB Index
OP843,"Request TBS for PIB registration, update and termination"
OP845,Approve the new or substantially modified PIB
OP846,Attest sound development of PIB
OP844,Request TBS for Exempt Bank registration & termination
OP847,Update existing Personal Information Bank (PIB)
OP848,Communicate new uses and disclosures not reflected in a PIB
OP2810,Establish mechanisms for the documentation of new and consistent uses to be updated in PIB 
OP2811,Notify Privacy Commissioner of Canada on all new or consistent uses of PI
OP2812,Monitor compliance to the Directive on Privacy Practices
OP849,Identify data elements to be included in a PIB
OP850,Define guidelines for documenting personal information (PI) processing
OP851,Define roles and responsibilities for the maintenance of processing activities record
OP852,Record name & contact details of controller and other relevant executives 
OP2624,Create a Record of processing
OP853,Record purposes of the PI processing
OP855,Record categories of recipients to whom PI has been/will be disclosed 
OP856,Record transfers of PI to third parties
OP857,Record transfers of personal information to a third country/international organisation and document suitable safeguards
OP858,Record envisaged time limits for erasure of different categories of PI 
OP860,Provision of personal information processing record to supervisory authority
OP861,Provision of personal information processing record to data subject
OP862,Define data protection impact assessment process
OP863,Define roles & responsibilities to conduct data protection impact assessment
OP864,Identify processing operations that require a data protection impact assessment
OP866,Assess necessity and proportionality of processing operations in relation to purposes
OP867,Assess risks to rights and freedoms of data subjects caused by processing operations
OP869,Periodically review whether processing is in accordance with data protection impact assessment 
OP2976,Define data protection risks and create mitigation plan.
OP2977,Establish a data protection risk assessment mechanism
OP2978,Establish practices for protecting and managing personal information aligned to the Directice on Privacy Practices
OP2979,"Develop plan to identify, mitigate, and comply with data privacy and security risks aligned to the Directive on Privacy Impact Assessment"
OP2980,Develop a comprehensive data protection risk mitigation process
OP2981,Establish IT Security Requirements practices following security control procedures
OP2982,Establish a plan for responding to data protection incidents
OP2983,Establish mechanism for compliance with Directive on Security Management and the Standard on Security Categorization
OP2984,Establish practices to identify and mitigate privacy risks aligned with the Directive on Privacy Impact Assessment
OP2792,Identify lead government institution for program or activity
OP2793,Determine lead institution for common programs or activities
OP2794,Establish interdepartmental committee for program or activity
OP2795,Select approach for PIA completion and approval
OP2764,Establish format for PIA
OP870,Document PIA requirements and triggers  
OP871,Establish PIA process
OP872,Define roles and responsibilities for PIA process
OP873,Draft preliminary analysis questionnaire
OP874,Define guidelines and procedures to analyze PI processing project
OP875,Establish privacy analysis checklist
OP876,Define guidelines to conduct PIAs
OP877,Define third Parties Contract Requirements regarding PIA
OP878,Define guidelines and procedures to report PIA
OP879,Train personnel to conduct PIA 
OP2766,Analyze personal information to be used for program or activity
OP880,Assess necessity of personal information for project purpose
OP881,Assess sensitivity of personal information to be used in project
OP882,Complete preliminary analysis questionnaire
OP883,Assess whether executing a PIA is required
OP2053,Approve/decide on the need to execute a full PIA (in a specific context)
OP884,Define PIA scope for the project  
OP885,Compile relevant project information
OP886,Analyze relevant project business processes
OP887,Analyze privacy implications of the project technology
OP888,Analyze personal information flows in the project
OP889,Approve the project analysis documentation
OP2763,Approve completed PIA report
OP2765,Publish approved PIA report
OP890,Identify compliance gaps and privacy risks
OP891,Execute Privacy Impact Assessment  
OP2416,Assess privacy risks in project
OP892,Define mitigation strategies for privacy impacts
OP2839,Assess need for additional documentation and risk mitigation
OP893,Assess the effectiveness of mitigation plans
OP894,Define action plans for privacy impacts
OP895,Produce the PIA report
OP2715,Obtain endorsement for PIA report
OP896,Communicate PIA report to relevant stakeholders
OP2838,Communicate approved core PIA to TBS and OPC
OP897,Review and approve the PIA
OP899,Update PIA for new privacy impacts (Triggered)
OP900,Communicate categories of PI collected concerning data subject
OP901,Communicate categories of PI sold concerning data subject
OP902,Communicate categories of third parties to whom PI was sold
OP903,Communicate categories of PI disclosed for business purposes
OP904,Record categories of PI sold
OP905,Record categories of third parties to whom PI is sold
OP906,Record categories of PI disclosed for business purpose
OP907,Communicate to data subject the right to opt-out from PI sale
OP908,Establish opt-out mechanisms for PI sale
OP909,Detect opt-out from PI sale
OP910,Prohibit the sale of PI following opt-out
OP911,Demonstrate that PI sale is prohibited following opt-out
OP912,Review opt-out compliance periodically
OP913,Establish opt-in mechanisms for PI sale
OP914,Validate identity for opt-in option
OP915,Communicate opt-in option to data subjects concerning decisions based on automated processing
OP916,Detect opt-in for PI sale
OP917,Demonstrate that PI sale is permitted following opt-out
OP918,Demonstrate that purchased PI is not sold without consent or knowledge
OP919,Communicate sale intention to data subject
OP920,Demonstrate data subject knowledge for PI sale
OP921,Define requirements regarding selling Personal Information
OP922,Define guidelines and procedures regarding financial incentives provided in exchange for PI
OP923,Define requirements for purchasing Personal Information
OP924,"Understand and manage legal and regulatory requirements regarding cybersecurity, including privacy and civil liberties obligations"
OP925,Establish and communicate an enterprise information security policy
OP926,Coordinate and align cybersecurity roles and responsibilities with internal roles and external partners
OP927,Ensure governance and risk management processes address cybersecurity risks
OP928,Define enterprise information security principles
OP929,Identify and communicate the organization’s role in the supply chain
OP930,Identify and communicate the organization’s place in critical infrastructure and its industry sector
OP931,"Establish and communicate priorities for organizational mission, objectives, and activities"
OP932,Establish dependencies and critical functions for delivery of critical services
OP933,Establish resilience requirements to support delivery of critical services for all operating states
OP934,Manage capacity to ensure availability
OP935,Define appropriate physical zones to secure data assets
OP936,Monitor security enforcement in each type of physical zone
OP937,Define security accountability for different roles throughout the organization
OP938,Define and communicate information security code of conduct
OP939,"Train project team on security responsibilities, processes, and tools"
OP940,Perform security training to external and third-parties
OP941,Attest security training
OP942,Establish and manage risk management processes
OP943,Determine organizational tolerance to security risks
OP944,Escalate security risks
OP945,Periodically review security risks and mitigation
OP946,Define a mitigation strategy for security risks
OP947,Communicate mitigation strategies to relevant stakeholders
OP948,Approve the security Risk Appetite Statement
OP949,Communicate security Risk Appetite Statement to personnel
OP950,Audit compliance to security Risk Appetite Statement periodically
OP951,Identify and document asset vulnerabilities
OP952,Identify and document threats
OP953,"Manage security risk impacts, likelihoods and response"
OP2650,Review residual security risks
OP954,Assess organizational level security risks
OP955,Assess security risks in project
OP956,Conduct periodic assessment of security risks for a business sector
OP957,Re-assess risks based on triggering factors
OP958,Manage supply chain risks
OP959,Produce security risks reports
OP960,Communicate security risks to key stakeholders
OP961,Communicate security risks and mitigation strategies to external regulatory supervisor
OP962,Monitor compliance to security risk reporting structure
OP963,Integrate security risk assessment into the hiring process
OP964,Execute security risk assessment for new employee  
OP965,Define security processes for employees leaving
OP966,Execute security processes for employees leaving  
OP967,Define policies and procedures for the acceptable use of enterprise devices  
OP968,Define policies and procedures for the management of enterprise information  
OP969,Train project team on teleworking policies and procedures
OP970,Communicate to employees the person to contact if security issues occur
OP971,Implement cybersecurity training courses to employees
OP972,Implement training for employees to spot phishing attempts
OP973,Implement password policy enforcer software to prohibit weak passwords
OP974,Install virtual private networks on enterprise devices
OP975,Install firewalls on enterprise devices
OP976,Install anti-virus software on enterprise devices
OP977,Implement proper training for employees regarding the use & updating of security tools
OP978,Implement application whitelisting on enterprise devices
OP979,Use multi-factor authentication on enterprise devices
OP980,Use password-enabled screensavers on enterprise devices
OP981,Automatically update devices
OP982,Encourage employees to turn off Wi-Fi and Bluetooth when inactive
OP983,Document data needs for employees
OP984,Provide employees with access to information required to complete tasks
OP985,Attest that employees are not provided unauthorized access to sensitive information
OP986,Implement backup guidelines for sensitive information
OP987,Implement encryption guidelines for sensitive information
OP988,Attest that information receives the relevant protection for its sensitivity
OP989,Define acceptable usage of mobile devices
OP990,Define controls on usage of mobile devices
OP991,Execute controls on usage of mobile devices  
OP2170,Assess authentication requirements
OP2171,Analyze authentication options
OP2172,Select authentication solution
OP2167,Determine identity assurance level requirements
OP2168,Assess identity assurance levels
OP2169,Assess credential assurance level requirements
OP2208,Define identity context in context
OP2209,"Define criteria, processes and accountabilities to assess and ensure uniqueness in programs and projects"
OP2210,Define uniqueness requirements
OP2211,Approve the uniqueness requirements
OP2212,Attest that uniqueness requirements have been met
OP2213,"Define criteria, processes, accountabilities and artefacts to collect and manage evidences of identity"
OP2214,Define requirements for the management of evidence of identity 
OP2215,Approve the requirements for evidences of identity
OP2216,Attest that the requirements for management of evidence of identity have been met
OP2217,"Define criteria, processes and accountabilities to assess and ensure accuracy of identity in programs and projects"
OP2218,Define accuracy of identity requirements
OP2219,Approve the accuracy of identity requirements
OP2220,Attest that accuracy of identity requirements have been met
OP2221,"Define methods, processes and accountabilities to ensure identity verification in programs and projects"
OP2222,Define the selected method for identity verification
OP2223,Approve the selected method for identity verification
OP2224,Attest that identity verification requirements have been met
OP2173,Assess identity assurance residual risks
OP2174,Assess credential assurance residual risks
OP2175,Assess authentication residual risks
OP2176,Define mitigation measures for residual risks
OP2177,Implement compensating factors for residual risk mitigation
OP2178,Validate residual risk acceptance
OP2203,Assess the applicability of identity management requirements
OP2204,Assess identity management risks
OP2205,Select distinguishing identity attributes 
OP2206,Implement applicable identity assurance controls
OP2207,Adopt an identity management trust framework
OP992,Manage identities and credentials
OP993,Manage physical access to assets
OP994,Manage remote access
OP995,Manage access permissions and authorizations
OP2693,Integrate logging capabilities to record and document access to and use of data records
OP2694,"Implement strong identification, authentication and session management "
OP996,Protect network integrity
OP997,Manage access to backup and archiving platforms
OP998,Manage access to backup and archiving data
OP999,Define criteria for authorized software (including downloads)
OP1000,Define list of authorized software
OP1001,Define the level of availability for data
OP1002,Identify backup requirements for business needs
OP1003,Identify archiving requirements for business needs
OP1004,Define guidelines and procedures to backup and archive data
OP1005,Define guidelines and procedures to store data
OP1006,Report incident when backup and archiving requirements are impossible
OP1007,Investigate backup and archiving incidents
OP1008,Define default backup and archiving policy
OP1009,Apply default backup and archiving
OP1010,"Monitor compliance to ""by default"" backup and archiving policy"
OP1011,Archive decision models
OP1012,Perform data backups
OP1013,Protect the confidentiality of backup CUI at storage locations
OP1014,Manage information backups
OP1015,Manage information purge
OP1016,Test data backups
OP1017,Define retention requirements for backup and archived data
OP1018,Establish procedures and mechanisms to ensure retention of backup and archived data
OP1019,Establish a centralized backup and archiving register
OP1020,Record backup or archiving performance
OP1021,Establish references to backup and archiving support
OP1022,Analyze risk for distance between data origin and backup / archiving storage
OP1023,Update risk analysis for backup and archiving
OP1024,Establish security procedures for backup and archiving storage sites
OP1025,Monitor backup and archiving storage site security
OP1026,Identify backup registers constituting an audit trace
OP1027,Retain backup registers constituting an audit trace
OP1028,Define compatible formatting for archiving files
OP1029,Establish compatible formatting for archiving files
OP1030,Monitor format of archived files
OP1031,Define an enterprise policy for document management
OP1032,Define guidelines and procedures to store and retain data
OP1033,Define guidelines and procedures to archive documents
OP1034,Define guidelines and procedures to destroy documents
OP1035,Designate responsible individual(s) for document management policy application
OP1036,Vérification de la conformité à la politique d'entreprise pour la gestion de documents
OP1037,"Review guidelines and procedures for data storage, retention, & archiving"
OP1038,Define a classification scheme for documents belonging to the enterprise
OP1039,"Classification des documents ""actifs"", ""semi-actifs"" et ""inactifs"""
OP1040,Revue périodique de la classification des documents
OP1041,Establish retention and archiving schedule
OP1042,Define a retention schedule for documents
OP1043,Define procedures for document archiving
OP1044,Determine retention of inactive documents
OP1045,Mise à jour du calendrier de rétention 
OP1046,Soumission du calendrier à l'approbation de Bibliothèque et Archives nationales
OP1047,Soumission des modifications du calendrier à l'approbation de Bibliothèque et Archives nationales
OP1048,Modify schedule based on National Archives recommendation
OP1049,Designate responsible individual(s) to monitor retention schedule application
OP1050,Provide training on application of retention schedule
OP1051,Attestation de formation pour le calendrier de rétention
OP1052,Apply the retention and archiving schedule
OP1053,Follow up on the application of retention and archiving schedule
OP1054,Récupération de documents appartenant à l'entreprise
OP1055,Attest that all employee documents are retrieved
OP2662,Define functional requirements for user creation and capture of data records
OP2663,Implement processes and tools for user creation and capture of data records
OP2664,Implement processes and tools for integrity validation of captured data records
OP2665,Monitor user capture of and access to data records
OP2666,Audit user capture of and access to data records periodically
OP2667,Integrate logging capabilities into the processes and tools for user creation and capture of data records
OP2668,Define data records storage and retention functional requirements
OP2669,"Implement data records storage and retention processes, mechanisms and tools"
OP2670,"Implement data records disposal processes, mechanisms and tools"
OP2671,"Establish data record archiving processes, mechanisms and tools"
OP2672,"Document retention, archiving and disposal activities"
OP2673,"Monitor data records retention, archiving and disposal activities"
OP2674,"Audit data records retention, archiving, and disposal activities periodically"
OP2675,"Integrate logging capabilities into data records storage and retention processes, mechanisms, and tools"
OP2677,Define storage and retention rules and schedule for data records
OP2678,"Implement data record's metadata capture processes, mechanisms and tools"
OP2679,Implement data records classification mechanisms and tools
OP2683,Implement mechanisms and tools for data records search and retrieval
OP2684,Implement mechanisms and tools for data records presentation and usage
OP2685,Implement mechanisms and tools for interoperability with other systems
OP2686,Define data records export functional requirements
OP2687,Implement data records export mechanisms or tools
OP2688,Implement data records export quality validation mechanisms or tools
OP2689,Implement data records export integrity validation mechanisms or tools
OP2690,Define data record and metadata integrity requirements
OP2692,Establish processes to enforce the integrity of data records and their metadata
OP1056,Define an information recovery test process
OP1057,Conduct information recovery test
OP1058,Perform periodical information recovery tests
OP1059,Establish automated logging of information recovery activities
OP1060,Establish a centralized information recovery register
OP1061,Record information recovery performance
OP1062,Approve information recovery performance
OP1063,Document scope of information recovery test
OP1064,Document test result of information recovery
OP1065,Document mitigation plan in the event of test failure
OP1066,Manage system configuration
OP1067,Implement System Development Life Cycle
OP1068,Attest that policy and regulations regarding the physical operating environment for organizational assets are met
OP1069,"Manage production, development and testing environments"
OP1070,TBD
OP1071,Continuously improve protection processes
OP1072,Manage and communicate effectiveness of protection technologies
OP1073,"Include cybersecurity in human resources practices (eg, deprovisioning, personnel screening)"
OP1074,Develop and implement a plan for managing vulnerabilities
OP1075,Verify hardware integrity
OP1076,Maintain and repair organizational assets
OP1077,Manage remote maintenance of organizational assets
OP1078,Manage audit/log records
OP1079,Protect removable media
OP1080,Protect communications and control networks
OP1081,"Manage the integrity of software, firmware, and information integrity"
OP1082,Implement email forgery protections
OP1083,"Conduct security assessment of enterprise software that has been developed internally, for internal use, and that has been organizationally defined as an area of risk"
OP1084,Install software antivirus on employees' computers
OP1085,Periodically update software antivirus on employees' computers
OP1086,Manage software configuration
OP1087,Define security requirements for software development
OP1088,Embed security requirement in the enterprise software development lifecycle
OP1089,Demonstrate inclusion of security requirements in software development
OP2660,Define user access requirements and permissions to data records
OP2661,Define functional requirements for user access to data records
OP1090,Establish role-based data modification control 
OP1574,Identify roles and responsibilities regarding access management 
OP1091,"Determine ""In the lab"" access requirements"
OP1092,"Define procedures to grant access to data ""In the lab"" and ""In the field"""
OP1093,"Audit the process for managing ""In the lab"" access"
OP2630,Attest that access to PI is limited to persons that have a valid reason
OP1094,Establish role-based access control 
OP2324,Implement strong access control to training data
OP2695,Implement strong access control to data records and metadata
OP2325,Implement strong access control to model
OP1095,Communicate guidelines & rules to personnel with access to PI data
OP1096,Detect suspicious personal information access
OP1097,Demonstrate that suspicious access is resolved
OP1098,Request access to personal information (PI)
OP1099,Approve access to personal information (PI)
OP2326,Audit access to training data
OP2327,Audit access to model repository
OP1100,Manage user access to decision models
OP1101,Define data transfer agreement terms
OP1102,Obtain internal approval of defined data transfer agreement
OP1103,Obtain external approval of data transfer agreement
OP1104,Monitor compliance to data transfer agreement
OP1105,Define standards for data transfer security
OP1106,Define roles and responsibilities for data transfer/sharing approval
OP1107,Prohibit PI transfer/sharing on external devices
OP1108,Monitor PI transfer and sharing
OP1109,Demonstrate that non-compliant data transfers are resolved
OP1110,"Define standards, directives, and procedures for the security of data in transit"
OP1111,Define SLA with data providers
OP1112,Define measures for data protection by default
OP1113,Implement measures for data protection by default
OP1114,Establish confidential default parameters for technological products &/or services
OP1115,Demonstrate data minimization and confidentiality by default
OP1116,Review data protection by default periodically
OP1117,Designate accountable individual for compliance
OP1118,Designate individual in charge of access to documents
OP1119,Designate individual in charge of protecting personal information
OP1120,Publish designated individual's title and contact information on website
OP1121,Notify supervisory authority of contact info of designated individuals
OP1122,Define security measures for PI protection
OP1123,Monitor PI protection throughout lifecycle
OP1124,"Demonstrate that security measures are relevant for the sensitivity, quantity & distribution of PI"
OP2799,Determine required level of security measures for Personal Information protection
OP1125,Implement training and awareness activities regarding PI protection to personnel
OP1126,Publish description of security training offered to employees on website
OP1127,Define roles and responsibilities for the monitoring of PI security measures
OP1128,Communicate roles & responsibilities for monitoring security measures
OP1129,Assess effectiveness of security measures for PI
OP1130,Enhance security measures for the protection of PI
OP1131,Monitor PI security measures
OP2228,Assess the necessity of data masking
OP1132,Define pseudonymisation / de-identification guidelines
OP1133,Pseudonymise / De-identify personal information
OP1134,Attest that pseudonymised PI is not identifiable without additional information 
OP1135,Monitor pseudonymised PI storage
OP1896,Define access and data masking requirements
OP1897,Design data masking solutions for in-scope data
OP1898,Implement data masking solutions
OP1136,Define procedures to restore the availability and access to PI
OP1137,Implement procedures to restore the availability and access to PI
OP1138,Audit the ability to restore the availability and access to PI periodically
OP1139,(TBD)
OP1140,(TBD)
OP1141,(TBD)
OP1142,(TBD)
OP1143,(TBD)
OP1144,(TBD)
OP1145,(TBD)
OP1146,Brief access to protected information
OP1147,Attest that responsibility briefing for access to protected information has been made
OP1148,Manage anomalie and event detection
OP1149,Manage detected events
OP1150,Establish incident alert thresholds
OP1151,Internal monitoring for potential cybersecurity events
OP1152,Monitor external service provider activity for potential cybersecurity events
OP1153,"Monitor for unauthorized personnel, connections, devices, and software"
OP1154,Execute vulnerability scans
OP1155,Manage detection processes
OP1156,Test detection processes
OP1157,Provide protection from malicious code at appropriate locations within organizational information systems
OP1158,Update malicious code protection mechanisms when new releases are available
OP1159,"Perform periodic scans of the information system and real-time scans of files from external sources as files are downloaded, opened, or executed"
OP1160,Analyze system behavior to detect and mitigate the execution of normal system commands and scripts that indicate malicious actions
OP1161,Define process to signal security incidents
OP1162,Manage response plans
OP1163,Test response plans
OP1164,Execute response plan
OP1165,Manage communication response
OP1166,Analyze responses
OP1167,"Establish processes to receive, analyze and respond to vulnerabilities"
OP1168,Manage response mitigations
OP1169,Manage response plans
OP1170,Manage recovery plans
OP1171,Test recovery plans
OP1172,Execute recovery plans
OP1173,Manage recovery plans
OP1174,Manage recovery communications
OP1175,Process to ...
OP2532,Define appropriate level of transparency requirements in the context of the project
OP2533,Validate adequacy of disclosure of AI system characteristics
OP1176,Release AI / Analytics source code
OP1803,Document access rights to source code
OP2615,Configure access rights to source code
OP1177,Publish documents & information as prescribed by law
OP1178,Record description of data subject rights
OP1179,Record collected categories of PI
OP1180,Record sold categories of PI
OP1181,Record categories of PI disclosed for business purposes
OP1182,Record methods for submitting requests
OP1183,Update online privacy policy
OP1184,Define openness privacy policy  
OP1185,Record information prescribed by law in openness policy
OP1186,Demonstrate that openness policy is easily accessible for data subjects
OP1187,Update openness privacy policy periodically
OP1188,Establish list for the classification order of documents
OP1189,Classify documents in a manner that allows easy retrieval
OP1190,Provide access to classification order list upon request
OP1191,Periodically audit the precision of classification order list
OP1192,Identify information that cannot be released under legal framework
OP1193,Assess whether document can be released without confidential information
OP1194,Delete confidential information from document prior to release
OP1195,Release modified document to individual requesting access
OP1196,Create and publish a Policy for Explanation
OP1465,Define explainability/interpretability strategy
OP2604,Draft explanations for common decision results
OP2653,Publish explanations for common decision results
OP2605,Implement mechanisms to communicate explanations for decisions
OP2534,Develop a user guide for the AI system
OP2544,Perform a user evaluation of the developed user guide for the AI system
OP1197,Document explainability/interpretability requirements
OP2349,Approve the explainability/interpretability strategy
OP2235,Validate interpretability requirements against organizational guidelines
OP2236,Validate produced explanations by appropriate stakeholders
OP2350,Validate achieved explainability/interpretability levels
OP2237,Document interpretability requirements and results
OP2238,Audit stakeholder interaction with AI system periodically
OP1198,Implement mechanisms to provide explanation
OP1199,Communicate right to get an explanation
OP2616,Define documentation requirements for decisions made by automated decision systems
OP1200,Assess the explainability requirements of projects
OP2373,Assess notification requirements for the automated decision system
OP1806,Define enterprise requirements for notices
OP2293,Draft automated decision system notice
OP2603,Approve the notice content by stakeholders
OP1202,Publish automated decision system notice
OP2294,Draft documentation regarding the automated decision system (for public publication)
OP2295,Publish automated decision system documentation
OP2409,Define disclaimers adequate to the context of the project
OP2410,Communicate disclaimers to end-user stakeholders
OP2441,Communicate AI system function and intended use to affected stakeholders
OP1203,Notify data subject of significant decision taken by AI
OP1204,Notify interaction with AI system
OP1205,Notify of use cases for AI system design 
OP2524,"Establish diversity definitions, requirements, and policy for the context of the project"
OP2525,Validate diversity definitions and requirements
OP2526,Gather project-related input and feedback from diverse multi-disciplinary stakeholders
OP2527,Establish a diversity stakeholder list
OP2528,Periodically monitor the diversity in decisions / opinions within the project
OP1206,Publish a fairness position statement
OP1207,Define the position on data fairness  
OP2195,Define criteria and procedures to assess the fairness of data sources
OP2302,Define fairness data quality requirements
OP1208,Define roles and responsibilities for fairness management
OP1209,Communicate roles & responsibilities for fairness management
OP191,Define the Model Input Governance  
OP2232,Define fairness requirements for the project
OP2233,Document data selection and preparation process
